ZONE,AREA,CLINIC CODE,CLINIC,ADDRESS,POSTAL,TEL,FAX,OPERATING HOURS MON - FRI,SAT,SUN,PUBLIC HOLIDAY,REMARKS
CENTRAL-EAST,POTONG PASIR,SGP000124,GOH MEDICAL CLINIC,BLK 136 POTONG PASIR AVENUE 3 #01-164,350136,62827886,62827886,"8.30AM-12.00PM,
2.00PM-4.30PM,
6.30PM-8.30PM (CLOSED ON WED, THURS, FRI EVENING)",8.30AM-12.00PM,CLOSED,9.00AM-12.00PM,
CENTRAL-EAST,POTONG PASIR,SGP000355,THE FAMILY PRACTICE - POTONG PASIR,BLK 148 POTONG PASIR AVENUE 1 #01-33,350148,62816906,62818602,"MON-THU: 8.30AM-
1.00PM, 5.30PM-
9.30PM  FRI: 8.30AM-
1.00PM",8.30AM-1.00PM,CLOSED,CLOSED,
NORTH-EAST,PUNGGOL,SGP000534,HEALTHWAY PUNGGOL CLINIC,BLK 168 PUNGGOL PLAZA PUNGGOL FIELD #02-07A,820168,63153493,63153494,"8.30AM-12.30PM,
2.00PM-5.00PM,
6.00PM-10.00PM",8.30AM-12.30PM,9.00AM-12.30PM,9.00AM-12.30PM,
NORTH-EAST,PUNGGOL,SGP000212,LIFELINE PUNGGOL MEDICAL CLINIC,BLK 198 PUNGGOL FIELD #02-03,820198,63155428,63155429,"8.30AM-12.30PM
2.00PM-4.30PM
7.00PM-9.00PM","8.30AM-12.00PM
6.30PM-8.30PM",8.30AM-12.00PM,8.30AM-12.00PM,
NORTH-EAST,PUNGGOL,SGP000406,HEALTHMARK MEDICAL CLINIC,BLK 639 PUNGGOL DRIVE #01-06,820639,68756696,68756616,"8.30AM-2.00PM,
4.30PM-8.00PM (OPENED ON TUE/THU
EVENINGS)",8.30AM-1.00PM,CLOSED,CLOSED,
NORTH-EAST,PUNGGOL,SGP000250,MUTUAL HEALTHCARE PTE LTD,BLK 106A PUNGGOL FIELD ROAD #01-546,821106,63155036,63155037,"8.30AM-12.00PM
2.00PM-4.00PM
6.30PM-9.00PM",8.30AM-12.00PM,8.30AM-12.00PM,8.30AM-12.00PM,
NORTH-EAST,PUNGGOL,SGP000756,PUNGGOL RIPPLES FAMILY CLINIC,BLK 211D PUNGGOL WALK #01-667,824211,65383707,66361500,"MON: 8.30AM-1.00PM,
2.00PM-5.00PM,
6.00PM-9.00PM  TUE- FRI: 8.30- 1.00PM,7.00PM-
9.00PM",CLOSED,CLOSED,CLOSED,
NORTH-EAST,PUNGGOL,SGP000752,MINMED CLINIC (PUNGGOL),83 WATERWAY POINT PUNGGOL CENTRAL #02-15,828761,63880123,65830103,"9.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-9.00PM","9.00AM-1.00PM,
6.00PM-9.00PM","9.00AM-1.00PM,
6.00PM-9.00PM",CLOSED,
NORTH-EAST,PUNGGOL,SGP000650,ETERN MEDICAL CLINIC @ PUNGGOL MRT,70 PUNGGOL MRT STATION PUNGGOL CENTRAL #01-05,828868,64259935,64259936,"8.30AM-1.00PM,
2.00PM-4.30PM,
6.30PM-9.30PM",8.30AM-1.00PM,8.30AM-1.00PM,8.30AM-1.00PM,LAST REGISTRATION 15 MINS BEFORE CLOSING OR EARLIER THAN AS STATED IF REACHED THE MAXIMUM NUMBER OF PATIENTS THAT CAN BE ACCEPTED FOR THAT SESSION.
NORTH-EAST,PUNGGOL,SGP000731,PANHEALTH FAMILY CLINIC,312B SUMANG LINK #01-03,822312,69660595,69668639,"8.30AM-12.30PM,
2.30PM-4.30PM,
6.30PM-9.30PM (CLOSED ON THURS & FRI AFTERNOONS)",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,LAST REGISTRATION IS 10 MINS BEFORE CLOSING.
NORTH-EAST,PUNGGOL,SGP000639,TRINITY MEDICAL (PUNGGOL) PTE LTD,BLK 273C PUNGGOL PLACE #01-880,823273,66948238,66948239,"8.30AM-12.00PM,
2.00PM-4.30PM,
6.00PM-9.30PM",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,"LAST REGISTRATION
IS 30MINS BEFORE CLOSING TIME."
CENTRAL-SOUTH,QUEENSTOWN,SGP000506,TENG CLINIC,BLK 171 STIRLING ROAD #01-1101,140171,64733187,64733187,"8.30AM-12.00PM,
2.00PM-4.00PM",8.30AM-12.00PM,8.30AM-12.00PM,8.30AM-12.00PM,
CENTRAL-SOUTH,QUEENSTOWN,SGP000759,THE FAMILY PRACTICE PTE LTD,BLK 85 DAWSON ROAD #01-06,141085,62551382,62551387,"8.30AM-1.00PM,
2.00PM-4.30PM, 6.00-
9.00PM (CLOSED ON FRIDAY EVENINGS)",8.30AM-12.30PM,8.30AM-12.00PM,"8.30AM-12.00PM
(OPEN ON SELECTED PUBLIC HOLIDAYS)",
CENTRAL-SOUTH,QUEENSTOWN,SGP000003,ALEXANDRA FAMILY CLINIC & SURGERY,BLK 57 DAWSON PLACE DAWSON ROAD #02-02,142057,64797022,64798366,"8.00AM-2.30PM,
6.00PM-8.30PM (CLOSED ON THURS EVENINGS)",8.00AM-12.00PM,8.00AM-12.00PM,CLOSED,
CENTRAL-SOUTH,QUEENSTOWN,SGP000237,MEI LING CLINIC LLP,BLK 158 MEI LING STREET #01-80,140158,64741782,64749201,"8.00AM-1.00PM,
6.00PM-8.30PM",8.00AM-11.30AM,8.00AM-11.30AM,CLOSED,"PATIENT TO ARRIVE
AT LEAST 15 MINS BEFORE CLOSING. PATIENTS SEEN AFTER NORMAL REGISTRATION AND OPERATING HOURS WILL BE ON CASH TERMS ONLY."
CITY,RAFFLES PLACE,SGP000594,MW MEDICAL CENTRE,18 CHINA SQUARE CENTRAL CROSS STREET #02-09,048423,62500625,62500665,9.00AM-6.30PM,"9.00AM-6.30PM
(APPOINTMENT BASIS ONLY)","9.00AM-6.30PM
(APPOINTMENT BASIS ONLY)","9.00AM-6.30PM
(APPOINTMENT BASIS ONLY)",
CITY,RAFFLES PLACE,SGP000411,PROVIDENCE MEDICAL CENTRE PTE LTD,8 PWC BUILDING CROSS STREET #01-03,048424,62262232,65362232,8.30AM-5.30PM,9.00AM-12.30PM,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000359,THE MEDICAL CENTRE CLINIC (HONG LEONG),16 HONG LEONG BUILDING RAFFLES QUAY #B1-15,048581,62207585,62217387,8.30AM-5.00PM,CLOSED,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000180,K N CHIN & ASSOCIATES PTE LTD,24 CLIFFORD CENTRE RAFFLES PLACE #02-18,048621,65389533,65365815,8.30AM-5.30PM,8.30AM-12.30PM,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000089,DRS THOMPSON & THOMSON (RADLINK MEDICARE) PTE LTD,24 CLIFFORD CENTRE RAFFLES PLACE #02-08,048621,65325376,65333860,8.30AM-5.00PM (LAST REGISTRATION 15MINS BEFORE CLOSING),BY APPOINTMENT BASIS ONLY,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000743,THE CLINIC @ CAPITAGREEN,138 CAPITAGREEN MARKET STREET #02-01A,048946,63846851,63846852,"8.30AM-1.00PM,
2.00PM-5.30PM",CLOSED,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000569,THE CLINIC @ ONE GEORGE STREET,1 GEORGE STREET #05-05,049145,64385322,64381575,"8.30AM-1.00PM,
2.00PM-5.30PM",CLOSED,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000610,FULLERTON HEALTHCARE @ OFC,10 OCEAN FINANCIAL CENTRE COLLYER QUAY #03-08/09,049315,66725000,65344165,"8.30AM-1.00PM,
2.00PM-5.00PM",8.30AM-1.00PM,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000717,SHENTON MEDICAL GROUP (THE ARCADE),11 THE ARCADE COLLYER QUAY #19-01,049317,65079730,62240608,8.30AM-5.30PM,8.30AM-12.30PM,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000736,LIFESCAN MEDICAL CENTRE,11 THE ARCADE COLLYER QUAY #03-28,049317,62211358,62212696,8.30AM-6.00PM,CLOSED,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000069,DR LIM LEAN HUAT & ASSOCIATES PTE LTD,6 OUE DOWNTOWN 1 SHENTON WAY #40-03,068809,63238611,63238011,"9.00AM-1.00PM,
3.00PM-6.00PM",9.00AM-1.00PM,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000596,TRINITY MEDICAL (SHENTON),6 OUE DOWNTOWN TWO SHENTON WAY #21-10,068809,62279918,62272207,"9.00AM-1.00PM,
2.00PM-5.30PM",CLOSED,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000071,HEALTHWAY MEDICAL CENTRE (SHENTON WAY),144 ROBINSON SQUARE ROBINSON ROAD #01-02/03,068908,62202383,62202160,"9.00AM-1.00PM,
2.00PM-6.00PM",CLOSED,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000132,HEALTH PARTNERS MEDICAL CLINIC,100 THE GLOBE CECIL STREET #09-01,069532,62255036,62255478,"8.30AM-1.00PM
2.00PM-5.30PM",8.30AM-12.30PM,CLOSED,CLOSED,
CITY,RAFFLES PLACE,SGP000074,CLIFFORD DISPENSARY PTE LTD,77 ROBINSON 77 ROBINSON ROAD #06-02,068809,62223181,65353231,"9.00AM-1.00PM
2.00PM-5.00PM",9.00AM-1.00PM,CLOSED,CLOSED,Last registration at 4.30pm
CITY,RAFFLES PLACE,SGP000333,NORTHEAST (TMA) MEDICAL ASSOCIATES PTE LTD,20 MALACCA STREET #B1-00,048979,65572770,65361413,"8.30AM-1.00PM,
2.00PM-5.30PM (FRIDAY CLOSED AT
5.00PM)",CLOSED,CLOSED,CLOSED,"REGISTRATION
CLOSES 15 - 30 MINUTES PRIOR TO
EACH SESSION."
CENTRAL,RIVER VALLEY,SGP000370,TWIN CITY MEDICAL CENTRE,1 GREAT WORLD CITY KIM SENG PROMENADE #01-32,237994,62351175,62351187,"8.30AM-12.30PM,
2.00PM-5.00PM",8.30AM-12.30PM,CLOSED,CLOSED,
CENTRAL,RIVER VALLEY,SGP000525,DR TAN & PARTNERS,11 ROBERTSON WALK UNITY STREET #02-07,237995,62387810,62387812,8.00AM-9.00PM,9.00AM-2.00PM,CLOSED,CLOSED,
CENTRAL,RIVER VALLEY,SGP000477,THE RIVERSIDE CLINIC,11 ROBERTSON WALK UNITY STREET #02-06,237995,67378897,67378896,"8.30AM-1.30PM,
2.30PM-5.30PM (CLOSED ON TUE AFTERNOON)",8.30AM-1.30PM,CLOSED,CLOSED,
CENTRAL,RIVER VALLEY,SGP000732,PINNACLE FAMILY CLINIC,240 RIVER VALLEY ROAD,238297,68366986,68365969,"MON-TUE: 8.30AM-
1.00PM, 2.00PM-
8.00PM  WED-FRI:
8.30AM-1.00PM,
2.00PM-6.30PM",9.00AM-1.00PM,9.00AM-12.00PM,CLOSED,
CENTRAL,RIVER VALLEY,SGP000686,Q MEDICAL CLINIC,428 LOFT @ NATHAN RIVER VALLEY ROAD #01-10,248327,67026608,67026607,"MON-TUE: 8.30AM-
5.00PM, 6.00PM-
9.00PM  WED-FRI:
8.30AM-2.30PM,
6.00PM-9.00PM",9.00AM-1.00PM,CLOSED,CLOSED,
NORTH-EAST,SELETAR,SGP000733,KANG CLINIC,229 JALAN KAYU,799453,64811044,67553930,"8.30AM-12.00PM,
2.15PM-4.15PM",8.30AM-12.00PM,8.30AM-12.00PM,CLOSED,
NORTH-EAST,SELETAR,SGP000623,PHOENIX MEDICAL GROUP,1 GREENWICH V SELETAR ROAD #02-11,807011,65553512,64842240,9.00AM-9.00PM,9.00AM-9.00PM,9.00AM-9.00PM,CLOSED,
NORTH,SEMBAWANG,SGP000335,TEMASEK MEDICAL CENTRE,BLK 406 SEMBAWANG DRIVE #01-824,750406,65551155,65551155,"8.30AM-1.00PM,
2.00PM-5.00PM,
7.00PM-9.30PM",8.30AM-12.30PM,9.00AM-12.00PM,CLOSED,"CLOSED ON WED &
FRI NIGHTS. LAST REGISTRATION 15 MINS BEFORE CLOSING TIME."
NORTH,SEMBAWANG,SGP000126,GREENLIFE CLINIC & SURGERY PTE LTD,11 SEMBAWANG MRT STATION CANBERRA ROAD #02-01,759775,67562676,67560016,"8.00AM-12.00PM,
2.00PM-4.00PM,
6.00PM-8.30PM","8.00AM-12.00PM,
2.00PM-4.00PM",6.00PM-8.00PM,CLOSED,"LAST REGISTRATION
IS 15 MINS BEFORE CLOSING TIME."
NORTH-EAST,SENGKANG,SGP000156,HEALTHWAY MEDICAL CLINIC,BLK 118 RIVERVALE PLAZA RIVERVALE DRIVE #02-17,540118,68812689,68812686,8.00AM-10.00PM,8.00AM-10.00PM,"8.00AM-1.00PM,
4.00PM-10.00PM",8.00AM-10.00PM,
NORTH-EAST,SENGKANG,SGP000146,HEALTHWAY COMPASSVALE CLINIC,BLK 267 COMPASSVALE LINK #01-04,540267,63438770,63438771,"8.30AM-12.30PM,
2.00PM-4.30PM,
6.30PM-9.30PM",8.30AM-12.30PM,8.30AM-12.30PM,8.30AM-12.30PM,
NORTH-EAST,SENGKANG,SGP000402,THE OLIVE TREE FAMILY CLINIC & SURGERY,BLK 303 ANCHORVALE LINK #01-02,540303,63888697,68813202,"MON-WED: 8.30AM-
5.00PM, 6.30PM-
9.30PM  THU: 8.30AM-
2.00PM, 6.30PM-
9.30PM  FRI: 8.30AM-
5.00PM",8.30AM-1.00PM,CLOSED,CLOSED,
NORTH-EAST,SENGKANG,SGP000556,HEALTHWAY ANCHORVALE CLINIC,BLK 308 ANCHORVALE ROAD #01-03,540308,63123106,63123107,"8.30AM-12.30PM,
2.00PM-5.00PM,
6.00PM-9.00PM",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
NORTH-EAST,SENGKANG,SGP000745,MEDIVENE CLINIC & SURGERY,330 ANCHORVALE STREET #01-05,540330,63850441,63850442,8.00AM-8.00PM (FRI CLOSED AT 3.00PM),8.00AM-2.00PM,6.00PM-9.00PM,CLOSED,
NORTH-EAST,SENGKANG,SGP000660,RCMC RIVERVALE CRESCENT MEDICAL CENTRE,182A RIVERVALE CRESCENT #01-04,541182,68860772,68860773,9.00AM-10.00PM (FRI CLOSED AT 3.00PM),9.00AM-1.00PM,5.00PM-8.00PM,CLOSED,
NORTH-EAST,SENGKANG,SGP000765,AE MEDICAL CLINIC,BLK 467B FERNVALE LINK #01-529,792467,68162900,,"8.00AM-12.00PM,
6.00PM-10.00PM",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
NORTH-EAST,SENGKANG,SGP000669,FERNVALE FAMILY CLINIC,BLK 405C FERNVALE LANE #01-101,793405,68756182,68756182,"8.30AM-12.30PM,
2.00PM-4.30PM,
6.00PM-9.00PM (CLOSED ON FRI EVENING)",8.30AM-12.30PM,CLOSED,CLOSED,
NORTH-EAST,SENGKANG,SGP000210,LIFELINE MEDICAL GROUP - SENGKANG PTE LTD,BLK 118 RIVERVALE PLAZA RIVERVALE DRIVE #02-18,540118,68812392,68812393,8.00AM-10.00PM,8.00AM-10.00PM,8.00AM-12.00AM,8.00AM-10.00PM,"CLOSED ON
CHRISTMAS, NEW YEAR'S DAY & CHINESE NEW YEAR'S DAY."
NORTH-EAST,SENGKANG,SGP000537,HEALTHBRIDGE FAMILY CLINIC,11 RIVERVALE MALL RIVERVALE CRESCENT #02-16,545082,64897495,64897493,"8.30AM-12.30PM
1.30PM-4.00PM
7.00PM-9.00PM (CLOSED ON FRI EVENING)",8.30AM-1.00PM,CLOSED,9.00AM-12.00PM,REGISTRATION CLOSED 30 MINS BEFORE CLOSING TIME
NORTH-EAST,SENGKANG,SGP000249,MUTUAL HEALTHCARE PTE LTD,BLK 319B ANCHORVALE DRIVE #01-92,542319,64893833,64893973,"8.30AM-12.30PM,
2.00PM-4.00PM,
6.30PM-9.30PM",8.30AM-12.30PM,8.30AM-12.30PM,8.30AM-12.30PM,"REGISTRATION
CLOSED 30 MINS BEFORE CLOSING TIME."
NORTH-EAST,SENGKANG,SGP000430,NORTHEAST (SENGKANG) MEDICAL CENTRE PTE LTD,5 SENGKANG MRT STATION SENGKANG SQUARE #01-05,545062,68755911,68755912,8.00AM-11.00PM,8.00AM-11.00PM,8.00AM-11.00PM,10.00AM-9.00PM,"REGISTRATION
CLOSES 15 - 30 MINUTES PRIOR TO EACH SESSION."
NORTH-EAST,SENGKANG,SGP000540,ETERN MEDICAL CLINIC (SENGKANG),33 THE SELETAR MALL SENGKANG WEST AVENUE #03-33,797653,64257255,64257995,"9.00AM-1.00PM,
2.00PM-5.00PM,
6.30PM-9.30PM","9.00AM-3.00PM,
6.30PM-9.30PM","9.00AM-3.00PM,
6.30PM-9.30PM","9.00AM-3.00PM,
6.30PM-9.30PM","SAT/SUN/PH: 3.00PM
- 6.00PM IS BY APPOINTMENT BASIS ONLY."
SOUTH,SENTOSA,SGP000683,HEALTHCARE MEDICAL @ SENTOSA,31 QUAYSIDE ISLE OCEAN WAY #01-21,098375,62684082,62684074,"9.00AM-1.00PM,
2.00PM-6.00PM",9.00AM-1.00PM,CLOSED,CLOSED,
CENTRAL,SERANGOON ROAD,SGP000105,EVERWELL CLINIC & SURGERY,BLK 45 OWEN ROAD #01-289,210045,62969429,62969429,"9.00AM-12.30PM,
1.30PM-3.30PM",9.00AM-12.00PM,9.30AM-12.00PM,SELECTED,
CENTRAL,SERANGOON ROAD,SGP000554,JOASH FAMILY CLINIC & SURGERY,1030 UPPER SERANGOON ROAD,534767,62827371,62827371,"9.00AM-4.00PM,
6.30PM-9.30PM
(CLOSED ON FRI NIGHT)",9.00AM-1.00PM,"9.00AM-1.00PM
(CLOSED ON 1ST,
3RD, 5TH WEEK OF THE MONTH)",CLOSED,
CENTRAL,SERANGOON ROAD,SGP000607,SIMON ROAD FAMILY CLINIC,9 SIMON ROAD,545895,62878755,62874231,"9.00AM-1.00PM,
7.00PM-9.00PM",9.00AM-1.00PM,CLOSED,CLOSED,
CENTRAL,SERANGOON ROAD,SGP000539,MEDILINE WEI MIN CLINIC,14 KENSINGTON PARK ROAD,557265,62886029,62887623,8.00AM-10.00PM,8.00AM-10.00PM,8.00AM-10.00PM,8.00AM-10.00PM,
CENTRAL,SERANGOON ROAD,SGP000318,STERLING CLINIC & SURGERY,BLK 3 LORONG LEW LIAN #01-64,531003,62849971,64874451,"8.30AM-12.30PM
2.00PM-4.30PM
7.00PM-9.00PM (CLOSED ON TUE/THU EVENINGS)",8.30AM-12.30PM,8.30AM-12.30PM,8.30AM-12.30PM,Closed on Tue & Thu nights
CENTRAL,SERANGOON ROAD,SGP000595,KENSINGTON FAMILY CLINIC (SERANGOON GARDENS) PTE LTD,14D KENSINGTON PARK ROAD,557265,62884882,62884112,"8.00AM-2.30PM,
6.00PM-9.30PM","8.00AM-2.30PM,
6.00PM-9.30PM","8.00AM-2.30PM,
6.00PM-9.30PM","8.00AM-2.30PM,
6.00PM-9.30PM","LAST REGISTRATION
HALF HOUR BEFORE CLOSING."
CENTRAL,SERANGOON ROAD,SGP000081,DRS LIM & CHAN CLINIC,BLK 2 LORONG LEW LIAN #01-50,531002,62803009,62832151,"8.30AM-12.30PM,
2.00PM-5.00PM (CLOSED ON WED AFTERNOON), 7.00PM- 9.00PM (CLOSED ON TUE/THU/FRI EVENING)",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
EAST,SIMEI,SGP000053,CHUA MEDICAL CENTRE PTE LTD,BLK 248 SIMEI STREET 3 #01-134,520248,67853825,67853825,"9.00AM-12.30PM,
2.30PM-6.00PM",CLOSED,9.00AM-3.00PM,9.00AM-3.00PM,"CLOSED ON CHINESE
NEW YEAR'S DAY, GOOD FRIDAY AND CHRISTMAS"
EAST,SIMEI,SGP000310,SIMEI CLINIC & SURGERY,BLK 248 SIMEI STREET 3 #01-132,520248,67855021,67879220,"8.30AM-12.30PM,
2.00PM-5.00PM,
7.00PM-9.30PM","8.30AM-12.30PM,
2.30PM-5.00PM",7.00PM-9.30PM,8.30AM-12.30PM,"PATIENT TO ARRIVE
AT LEAST 30MINS BEFORE CLOSING."
EAST,SIMEI,SGP000429,NORTHEAST (SIMEI) MEDICAL CENTRE PTE LTD,30 SIMEI MRT STATION SIMEI STREET 3 #02-01,529888,67838638,67835638,8.00AM-11.00PM,8.00AM-11.00PM,8.00AM-11.00PM,10.00AM-9.00PM,"REGISTRATION
CLOSES 15 - 30 MINUTES PRIOR TO EACH SESSION."
CENTRAL-NORTH,SIN MING,SGP000135,HEALTHCARE FAMILY CLINIC & SURGERY,BLK 403 SIN MING AVENUE #01-311,570403,64542373,64550869,"8.30AM-12.00PM,
2.30PM-4.00PM,
7.30PM-9.00PM",9.00AM-12.00PM,CLOSED,CLOSED,
EAST,TAMPINES,SGP000255,NEPTUNE HEALTHCARE MEDICAL & SURGERY,BLK 328 TAMPINES STREET 32 #01-362,520328,67818030,67818660,9.00AM-11.00PM,9.00AM-7.00PM,9.00AM-7.00PM,"PH ON MON-FRI:
9.00AM-11.00PM PH ON SAT-SUN: 9.00AM-7.00PM",
EAST,TAMPINES,SGP000580,YAO MEDICAL CLINIC,BLK 419 TAMPINES STREET 41 #01-96,520419,67830232,67830232,"8.30AM-12.30PM,
2.00PM-4.00PM,
7.00PM-9.00PM",8.30AM-12.30PM,CLOSED,CLOSED,
EAST,TAMPINES,SGP000171,HWANG & LIANG FAMILY CLINIC,BLK 476 TAMPINES STREET 44 #01-173,520476,67870778,67878777,"8.30AM-12.00PM,
2.00PM-4.30PM,
6.30PM-8.30PM",9.00AM-12.00PM,CLOSED,CLOSED,
EAST,TAMPINES,SGP000235,MEDICARE ASSOCIATES PTE LTD,BLK 482 TAMPINES STREET 43 #01-236,520482,67880137,67880137,"8.30AM-12.00PM,
2.00PM-4.00PM,
6.30PM-9.00PM (CLOSED ON WED EVENINGS)",8.30AM-12.00PM,8.30AM-12.00PM,CLOSED,
EAST,TAMPINES,SGP000034,CECILIA FAMILY CLINIC & SURGERY,BLK 484 TAMPINES STREET 43 #01-224,520484,67883812,67883812,"8.30AM-12.30PM,
2.00PM-4.30PM",8.30AM-12.00PM,CLOSED,CLOSED,
EAST,TAMPINES,SGP000300,RUBY MEDICAL CENTRE PTE LTD,BLK 505 TAMPINES CENTRAL 1 #01-339,520505,67837847,67837847,"8.30AM-12.30PM,
2.00PM-4.00PM,
6.30PM-8.30PM",8.30AM-12.30PM,CLOSED,CLOSED,
EAST,TAMPINES,SGP000158,HEALTHWAY TAMPINES CLINIC,BLK 710 TAMPINES STREET 71 #01-134,520710,62609081,62609083,"8.30AM-12.30PM,
2.00PM-4.30PM,
6.30PM-9.00PM",8.30AM-12.30PM,9.00AM-12.30PM,9.00AM-12.30PM,
EAST,TAMPINES,SGP000474,GSH CLINIC & SURGERY PTE LTD,BLK 730 TAMPINES STREET 71 #01-51,520730,62605942,62605742,"MON-THU: 8.30AM-
1.15PM, 6.00PM-
9.00PM  FRI: CLOSED",8.30AM-1.15PM,6.00PM-9.00PM,CLOSED,
EAST,TAMPINES,SGP000192,KOH CLINIC & SURGERY PTE LTD,BLK 801 TAMPINES AVENUE 4 #01-269,520801,67822882,67864465,"8.30AM-12.30PM,
2.00PM-4.30PM,
7.00PM-9.00PM (CLOSED ON FRI EVENINGS)",8.30AM-12.30PM,8.30AM-12.30PM,APPOINTMENTS ONLY,
EAST,TAMPINES,SGP000503,S K TAY CLINIC & SURGERY,BLK 827 TAMPINES STREET 81 #01-140,520827,67836611,67836611,"8.30AM-12.30PM
2.00PM-4.30PM
7.00PM-9.00PM",8.30AM-12.30PM,9.00AM-12.30PM,9.00AM-12.30PM,
EAST,TAMPINES,SGP000304,SEASONS CLINIC,BLK 844 TAMPINES STREET 82 #01-139,520844,67877836,67865186,"8.30AM-12.30PM
2.00PM-5.00PM
7.00PM-9.00PM",8.30AM-12.30PM,8.30AM-12.30PM,8.30AM-12.30PM,
EAST,TAMPINES,SGP000446,CHERN MEDICAL CLINIC,BLK 138 TAMPINES STREET 11 #01-112,521138,67810036,67810036,"8.30AM-12.30PM,
2.00PM-4.00PM",2.00PM-4.00PM,2.00PM-4.00PM,CLOSED,
EAST,TAMPINES,SGP000375,UNITED MEDICAL PRACTITIONERS PTE LTD,BLK 139 TAMPINES STREET 11 #01-16,521139,67812281,67872315,"8.30AM-12.30PM,
2.00PM-4.30PM,
6.45PM-8.45PM (CLOSED ON THU AFTERNOON)",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
EAST,TAMPINES,SGP000043,CHARIS CLINIC & SURGERY,BLK 164 TAMPINES STREET 12 #01-295,521164,67822332,67822332,"8.30AM-12.30PM,
2.00PM-4.30PM",CLOSED,8.30AM-12.30PM,CLOSED,
EAST,TAMPINES,SGP000412,KARRI FAMILY CLINIC,BLK 866A TAMPINES CENTRAL COMMUNITY COMPLEX TAMPINES STREET 83 #03-05,521866,67850311,67857511,"8.30AM-1.00PM,
6.30PM-9.30PM",8.30AM-12.30PM,CLOSED,CLOSED,
EAST,TAMPINES,SGP000110,FAITH MEDICAL CLINIC & SURGERY,BLK 487C TAMPINES STREET 45 #B1-103,522487,67881061,67881061,"9.00AM-12.30PM,
2.00PM-4.00PM,
7.00PM-9.00PM",9.00AM-12.30PM,CLOSED,CLOSED,
EAST,TAMPINES,SGP000229,RADLINK MEDICARE (TAMPINES) PTE LTD,5 TELEPARK TAMPINES CENTRAL 6 #01-13,529482,67857515,67855928,"8.30AM-12.30PM,
2.00PM-4.30PM",8.30AM-12.00PM,CLOSED,CLOSED,
EAST,TAMPINES,SGP000559,DAYSPRING MEDICAL CLINIC (TAMPINES) PTE LTD,2 CENTURY SQUARE TAMPINES CENTRAL 5 #B1-24,529509,67890123,67860103,"9.00AM-1.00PM
2.00PM-5.00PM
6.00PM-9.00PM","9.00AM-1.00PM
6.00PM-9.00PM",9.00AM-1.00PM,CLOSED,
EAST,TAMPINES,SGP000684,JOYHEALTH MEDICAL CLINIC & SURGERY,BLK 825 TAMPINES STREET 81 #01-50,520825,67811868,67818327,"9.00AM-12.30PM,
2.00PM-5.00PM,
7.00PM-8.00PM (CLOSED ON WEDNESDAY NIGHT)",9.00AM-12.00PM,CLOSED,CLOSED,- LAST REGISTRATION IS AT 4.30PM.
EAST,TAMPINES,SGP000419,VIVA MEDICAL CLINIC,BLK 450A TAMPINES STREET 42 #01-356,521450,67828020,67848060,8.00AM-10.30PM,8.00AM-10.30PM,8.00AM-10.30PM,8.00AM-10.30PM,- LAST REGISTRATION TIME 10.15PM
EAST,TAMPINES,SGP000467,HONG FAMILY CLINIC,BLK 282 TAMPINES STREET 22 #01-300,520282,67843300,67843300,"8.30AM-12.15PM,
2.00PM-4.15PM,
6.30PM-8.30PM (CLOSED THU AFTERNOON)",8.30AM-12.15PM,9.00AM-12.00PM,CLOSED,PATIENTS TO BE REGISTERED 30MINS BEFORE CLOSING.
EAST,TAMPINES,SGP000452,CHIA & LEE MEDICAL & DENTAL CLINIC,BLK 802 TAMPINES AVENUE 4 #01-15,520802,67812969,65343148,"8.30AM-12.30PM,
2.00PM-4.30PM,
6.30PM-9.00PM","8.30AM-12.30PM,
2.00PM-4.30PM",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED ON CHINESE NEW YEAR'S DAY
EAST,TAMPINES,SGP000217,LITTLE CROSS FAMILY CLINIC PTE LTD,BLK 929 TAMPINES STREET 91 #01-445,520929,65440040,65440040,"8.30AM-3.00PM
7.00PM-9.00PM","8.30AM-12.30PM
7.00PM-9.00PM",CLOSED,8.30AM-12.30PM,Closed on Chinese New Year's Day
